;ITEM;TIPO;DISTRITO;INEP;UNIDADE ESCOLAR;ENDEREÇO;BAIRRO;CEP;lat;lon
494;334;CEI;IV;_;CEI MARIA DE CARVALHO MARTINS -UND II;RUA VI, S/N (CONJUNTO OITO DE SETEMBRO);SERRINHA;60744870;-3.7910938728288968;-38.53489267286873
495;335;CEI;IV;_;CEI AUGUSTO PONTES;RUA HOLANDA, S/N;DENDÊ;60712165;-3.799265000875693;-38.5619250259185
496;336;CEI;IV;_;CEI PROFESSORA HELEY DE ABREU SILVA BATISTA;RUA PARAGUAÇU, S/N;SERRINHA;60742755;-3.7860207606058127;-38.53925595365583
497;337;CEI;IV;_;CEI MARIA LETICIA MOTA MOREIRA;RUA 15C, S/N;PREFEITO JOSÉ WALTER;60748444;-3.840399999999931;-38.56221999999997
498;339;CEI;IV;_;CEI INFANTE ROSALINA RODRIGUES;AV. 02, 800 (LOT. AV. DOS EXPEDICIONÁRIOS);PARQUE DOIS IRMÃOS;60745510;-3.7970699867805218;-38.5508799979995
499;341;CEI;IV;_;CEI MARIA DAS DORES DE SOUSA;RUA MARIA MIRTES PEREIRA, 1005;PASSARÉ;60867060;-3.813519287536391;-38.53847320926071
500;342;CEI;IV;_;CEI ARIEVALDO VIANA;RUA CORONEL DE QUEIROZ, S/N;PLANALTO AYRTON SENNA;60760510;-3.8348147915769206;-38.56596649570663
501;343;CEI;IV;_;CEI FRANCISCO SALES FERNANDES;AVENIDA K, S/N;PREFEITO JOSÉ WALTER;60750100;-3.8238178537236034;-38.55389467400762
502;344;CEI;IV;_;CEI VEREADOR FRANCISCO ANTONIO MARTINS NOGUEIRA;RUA RAIMUNDO PINHEIRO, S/N;DENDÊ;60710706;-3.794608098420349;-38.56120778924242
503;345;CEI;IV;_;CEI PETRONILLA  ISONNI;AV. LAURO VIEIRA CHAVES, S/N;AEROPORTO;60422700;-3.7730761608515806;-38.52942859263953
504;346;CEI;IV;_;CEI DOUTOR SAVIO CALDAS DE ALENCAR;RUA E, S/N(LOT. RES. NOVO PASSARÉ);PASSARÉ;60743825;-3.80069521417111;-38.540545916022495
505;350;CRP;IV;_;CRECHE IRMA GIULIANA GALLI;RUA PADRE NÓBREGA, S/N;SERRINHA;60741410;-3.7827685994930658;-38.551032645624126
506;353;CRP;IV;_;CRECHE AMANHECER FELIZ;AV. K, 50;PREFEITO JOSÉ WALTER;60750100;-3.8238178537236034;-38.55389467400762
507;354;CRP;IV;_;CRECHE CRIANCA ESPERANCA 2;RUA DO SOL, 205;PLANALTO AYRTON SENNA;60766160;-3.829523604637709;-38.57188706918745
508;358;CRP;IV;_;CRECHE INES BRASIL;RUA MENOR JERÔNIMO, 105;PASSARÉ;60868714;-3.8144987574208935;-38.53451925568036
509;362;CRP;IV;_;CRECHE TIA LELEU 2;RUA BARBACENA, 297;PARQUE DOIS IRMÃOS;60761210;-3.813533095556063;-38.554984181446464
510;363;CRP;IV;_;CRECHE REGINA DE FATIMA;RUA G, S/N (CONJ. BARROSO II);PASSARÉ;60867320;-3.816856153892533;-38.52794851371973
511;364;CRP;IV;_;CRECHE PRIMEIROS PASSINHOS;RUA PALMEIRAS, 1159;PLANALTO AYRTON SENNA;60766410;-3.838925016563509;-38.56808765067723
512;367;CAEE;IV;23071290;INSTITUTO MOREIRA DE SOUZA;AV. DOUTOR SILAS MUNGUBA, 4241;SERRINHA;60741005;-3.791003880925002;-38.53838130763657
513;376;EMTP;V;23257105;ESCOLA MUNICIPAL HILZA DIOGO CALS;AV. WALDIR DIOGO, 850;NOVO MONDUBIM;60764020;-3.802246862132221;-38.58852260321419
514;377;EMTP;V;23233842;ESCOLA MUNICIPAL JOAO ESTANISLAU FACANHA;RUA 11, S/N (CONJUNTO CAMPO DOS INGLESES);JARDIM CEARENSE;60712300;-3.798879999108088;-38.56264503140126
515;378;EMTP;V;23263130;ESCOLA MUNICIPAL JOAO HILDO DE CARVALHO FURTADO;RUA JUVÊNCIO SALES, S/N;ARACAPÉ;60764600;-3.827299292695029;-38.588923600241245
516;380;EMTP;V;23072202;ESCOLA MUNICIPAL JOSE AYRTON TEIXEIRA;RUA ALFREDO MAMEDE, S/N;NOVO MONDUBIM;60763806;-3.810098221716826;-38.58194580409816
517;381;EMTP;V;23257300;ESCOLA MUNICIPAL MARIA BEZERRA QUEVEDO;RUA 103, 28 (CONJUNTO NOVO MONDUBIM);NOVO MONDUBIM;60764260;-3.808804293097726;-38.58504748645287
518;383;EMTP;V;23256737;ESCOLA MUNICIPAL NOVO RENASCER;RUA LESTE OESTE, 140;MONDUBIM;60762397;-3.8266063080293065;-38.5649859712296
519;384;EMTP;V;23071435;ESCOLA MUNICIPAL PROFESSOR JACINTO BOTELHO;RUA DOUTOR RODRIGO CODES SANDOVAL, 374;MONDUBIM;60711455;-3.8061263429960985;-38.56861793369456
520;385;EMTP;V;23186690;ESCOLA MUNICIPAL PROFESSOR OSMIRIO DE OLIVEIRA BARRETO;RUA 10, S/N (CONJUNTO SÍTIO CORREGO);MONDUBIM;60752110;-3.818590002515627;-38.56549999144184
521;388;EMTI;V;23273747;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSORA HILDETE BRASIL DE SÁ CAVALCANTE;RUA E, S/N (RES. MARCOS FREIRE);MONDUBIM;60762595;-3.822985863773152;-38.5654912180074
522;391;EMTP;V;23067390;ESCOLA MUNICIPAL CONCEICAO MOURAO;RUA DUAS NAÇÕES, 551;GRANJA PORTUGAL;60545241;-3.7776402773941777;-38.602199598908136
523;399;EMTP;V;23070960;ESCOLA MUNICIPAL HENRIQUETA GALENO;RUA MAJOR MONTENEGRO, 917;MANOEL SÁTIRO;60713520;-3.793612161555156;-38.58045251042599
524;404;EMTP;V;23245182;ESCOLA MUNICIPAL JORNALISTA DEMOCRITO DUMMAR;AV. EUCLIDES PAULINO BARROSO, 2505;CANINDEZINHO;60743630;-3.821326016893088;-38.60726243493058
525;405;EMTP;V;23256796;ESCOLA MUNICIPAL JOSE CARLOS MATOS;RUA ITAJAÍ, 802;GRANJA PORTUGAL;60545290;-3.783401997659072;-38.59572634966846
526;411;EMTP;V;23184914;ESCOLA MUNICIPAL PADRE ANTONIO MONTEIRO DA CRUZ;RUA PEDESTRE XIII, 25 (CONJ. JARDIM FLUMINENSE);CANINDEZINHO;60734290;-3.815024403769069;-38.602836466675065
527;412;EMTP;V;23257725;ESCOLA MUNICIPAL PADRE CICERO ROMAO BATISTA;RUA 114, 460;CONJUNTO ESPERANÇA;60763630;-3.811109055857567;-38.59395324640949
528;413;EMTP;V;23264187;ESCOLA MUNICIPAL PROFESSOR EDILSON BRASIL SOAREZ;RUA LOCAL 11, S/N (CONJUNTO TATU MUNDÉ);SIQUEIRA;60544673;-3.8016986637394248;-38.61436838743715
529;431;EMTI;V;23275146;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR EXPEDITO PARENTE;RUA P, S/N (LOT. PARAÍSO VERDE);SIQUEIRA;60732449;-3.812689030482804;-38.62188927066634
530;433;EMTI;V;;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PASTOR FLORENCIO NUNES NETO;RUA OSÓRIO CORREIA, S/N;PARQUE PRESIDENTE VARGAS;60765515;-3.8231889793788536;-38.597520016937175
531;440;CEI;V;_;CEI FRANCISCA FERNANDES MAGALHAES;RUA TAQUARI, S/N;BONSUCESSO;60541706;-3.780840900500427;-38.58543160732148
532;443;CEI;V;_;CEI HILZA DIOGO CALS;RUA SILVINO, 31;NOVO MONDUBIM;60764045;-3.8035169610842914;-38.58553566742666
533;444;CEI;V;_;CEI JOAO ESTANISLAU FACANHA;RUA HOLANDA, 870;JARDIM CEARENSE;60712165;-3.799359171557879;-38.56191593155355
534;445;CEI;V;_;CEI JOAO HILDO DE CARVALHO FURTADO;AV. C, S/N (CONJUNTO ARACAPÉ);ARACAPÉ;60765052;-3.828552217171414;-38.590869331045134
535;446;CEI;V;_;CEI JOAO HILDO DE CARVALHO FURTADO - UND II;RUA POLIANA, S/N;ARACAPÉ;60764600;-3.8282951943757135;-38.59029541480509
536;447;CEI;V;_;CEI JONATHAN DA ROCHA ALCOFORADO;RUA JACANAUBA, 89;MONDUBIM;60764492;-3.825387223545662;-38.58100471210882
537;448;CEI;V;_;CEI MARIA BEZERRA QUEVEDO;RUA 106, 114 (CONJUNTO NOVO MONDUBIM);NOVO MONDUBIM;60764290;-3.808902689597852;-38.58747947488256
538;451;CEI;V;_;CEI PROFESSOR OSMIRIO DE OLIVEIRA BARRETO;RUA 10, S/N (CONJUNTO SÍTIO CÓRREGO);MONDUBIM;60752110;-3.818590002515627;-38.56549999144184
539;452;CEI;V;_;CEI HENRIQUE VENÂNCIO DA SILVA;RUA OSÓRIO CORREIA, S/N;PARQUE PRESIDENTE VARGAS;60765515;-3.8231889793788536;-38.597520016937175
540;453;CEI;V;_;CEI REITOR ANTONIO MARTINS FILHO;RUA HUMBERTO LOMEU, 1222;GRANJA PORTUGAL;60541112;-3.7817301317081418;-38.60334931880122
541;454;CEI;V;_;CEI REITOR ANTONIO MARTINS FILHO - UND II;RUA HUMBERTO LOMEU, 1220;GRANJA PORTUGAL;60541112;-3.781973553719909;-38.60258266264692
542;456;CEI;V;_;CEI PROFESSORA ANTONIA MARIA DE LIMA;RUA GERALDO BARBOSA, 3923;GRANJA LISBOA;60540344;-3.784287198388886;-38.62710104727929
543;457;CEI;V;_;CEI FLORIVAL ALVES SERAINE;RUA JOSÉ ASSIS DE OLIVEIRA, 1324;CANINDEZINHO;60731452;-3.8070479751597257;-38.60278349304702
544;459;CEI;V;_;CEI NOGUEIRA;RUA P, S/N (LOT. PARAÍSO VERDE);SIQUEIRA;60732449;-3.812689030482804;-38.62188927066634
545;460;CEI;V;_;CEI JOAO MENDES DE ANDRADE;RUA DESCARTES BRAGA, 4222;GRANJA LISBOA;60540096;-3.789372945135512;-38.62983601827992
546;463;CEI;V;_;CEI MARIA DOLORES PETROLA DE MELO JORGE;RUA SARGENTO BARBOSA, 851;GRANJA LISBOA;60540491;-3.7840411663489184;-38.61989119531666
547;469;CEI;V;_;CEI RAIMUNDO MOREIRA SENA;RUA A, 106 (CONJUNTO NOVA RESIDÊNCIA);GRANJA LISBOA;60546100;-3.7962815462594346;-38.61744034039668
548;470;CEI;V;_;CEI ZILDA ARNS NEUMANN;RUA PEDESTRE XIII, 25 (CONJ. JARDIM FLUMINENSE);CANINDEZINHO;60734290;-3.815024403769069;-38.602836466675065
549;471;CEI;V;_;CEI MARIA LUIZA BARBOSA CHAVES;RUA OSCAR FRANÇA, 267;BOM JARDIM;60543366;-3.793711771302926;-38.59432234370032
550;472;CEI;V;_;CEI PROFESSORA MARIA LUIZA MOTA MACHADO;RUA SERENA, S/N;SIQUEIRA;60544785;-3.802565429069239;-38.61981352719515
551;473;CEI;V;_;CEI FRANCISCA DE ABREU LIMA;RUA C, S/N (LOTEAMENTO SIQUEIRA II);SIQUEIRA;60736300;-3.801547724607081;-38.61500729354263
552;474;CEI;V;_;CEI PROFESSOR AGOSTINHO GOSSON;RUA H, S/N ( CONJUNTO NOVA RESIDÊNCIA);GRANJA LISBOA;60546170;-3.797249174419648;-38.61317682805888
553;476;CEI;V;_;CEI MARIA FELIX RODRIGUES;AV C, S/N (CONJ. ARACAPÉ);ARACAPÉ;60765052;-3.828552217171414;-38.590869331045134
554;477;CEI;V;_;CEI  PROFESSOR MIRTON LA MARQUES;RUA JOÃO XXIII, S/N;GRANJA PORTUGAL;60540664;-3.787221516072962;-38.602290680271366
555;481;CRP;V;_;CRECHE PEQUENOS HEROIS;RUA DR. PROCÓPIO, 205;ARACAPÉ;60764605;-3.825688154355468;-38.59040325441882
556;489;CRP;V;_;CRECHE ESPACO DA CRIANCA;RUA BOM JESUS, 2695;GRANJA LISBOA;60540255;-3.7892260792615216;-38.61737881722737
557;490;CRP;V;_;CRECHE JARDIM DA CRIANCA;RUA URUCUTUBA, 1156;BOM JARDIM;60543315;-3.797075273558172;-38.604948516902645
558;492;CRP;V;_;CRECHE MARIA PEQUENA;RUA PARANAGUÁ, 255;CANINDEZINHO;60734155;-3.809912113384324;-38.59809524314387
559;494;CRP;V;_;CRECHE SANTO ANTONIO;RUA JOÃO RAMALHO, 475;PARQUE SÃO JOSÉ;60730290;-3.798255568276281;-38.5907801047856
560;500;CRP;V;_;CRECHE PEQUENO MUNDO DE FLORA;RUA ANTÔNIO NERY, 1350;GRANJA PORTUGAL;60545232;-3.7843478555168746;-38.60202698703098
561;507;CRP;V;_;CRECHE COR DO BRASIL;RUA SÃO FRANCISCO, 21;MONDUBIM;60767500;-3.818492365181532;-38.58604495886574
562;515;CRP;V;_;CRECHE MAE BALBINA;RUA GERALDO BARBOSA, 2968;GRANJA LISBOA;60540342;-3.7866436987121768;-38.61830191622408
563;522;EMTP;VI;23078600;ESCOLA MUNICIPAL YOLANDA QUEIROZ;RUA CAPITÃO ARAGÃO, 864;ALTO DA BALANÇA;60851150;-3.764518652518445;-38.51072319116818
564;525;EMTP;VI;23250623;ESCOLA MUNICIPAL CESAR CALS DE OLIVEIRA NETO;RUA OLÍMPIO RIBEIRO, 20;CONJUNTO PALMEIRAS;60870340;-3.8462799608952736;-38.52299384330218
565;526;EMTP;VI;23070137;ESCOLA MUNICIPAL CONEGO FRANCISCO PEREIRA DA SILVA;RUA LUIZ FRANCISCO XAVIER, 256;PAUPINA;60872508;-3.8419867968116153;-38.486499824320056
566;528;EMTP;VI;23069953;ESCOLA MUNICIPAL FRANCISCA ORIA SERPA;RUA JORGE FIGUEIREDO, 3652;PEDRAS;60874765;-3.8800295413844137;-38.5303314954649
567;533;EMTP;VI;23324260;ESCOLA MUNICIPAL JORNALISTA JOSE BLANCHARD GIRAO DA SILVA;TRAV. MISSIONÁRIO OLIVEIRA, 301;JANGURUSSU;60870603;-3.844083014303482;-38.50621234307493
568;534;EMTP;VI;23250429;ESCOLA MUNICIPAL JOSE BARROS DE ALENCAR;RUA GARDÊNIA, S/N (PARQUE MAMOEIRO);PAUPINA;60872675;-3.838545252851711;-38.490893136100574
569;537;EMTP;VI;23244291;ESCOLA MUNICIPAL MANOELITO GUIMARAES DOMINGUES;RUA ERIBERTO ONOFRE, S/N;ANCURI;60874100;-3.862259863146088;-38.504563041349634
570;538;EMTP;VI;23073535;ESCOLA MUNICIPAL MARIA DE JESUS ORIA ALENCAR;RUA 43, S/N (CONJUNTO SÃO JOÃO);JANGURUSSU;60876660;-3.8586414554118393;-38.51611157720758
571;539;EMTP;VI;23073667;ESCOLA MUNICIPAL MARIA HELENILCE CAVALCANTE LEITE MARTINS;RUA MAÍZA, S/N;CONJUNTO PALMEIRAS;60870250;-3.84773746984324;-38.52816532922037
572;540;EMTP;VI;23074078;ESCOLA MUNICIPAL MARIETA CALS;AV. VALPARAISO, 160;CONJUNTO PALMEIRAS;60870440;-3.83944773633351;-38.53233608019482
573;542;EMTP;VI;23078677;ESCOLA MUNICIPAL MOREIRA DA ROCHA;AV. ODILON GUIMARÃES, 3860;LAGOA REDONDA;60831295;-3.8123620131385634;-38.463419560056806
574;543;EMTP;VI;23078723;ESCOLA MUNICIPAL OTAVIO DE FARIAS;RUA JOÃO FERREIRA, S/N;BARROSO;60862650;-3.81517484607842;-38.50965509547829
575;545;EMTP;VI;23065206;ESCOLA MUNICIPAL PROFESSOR ANISIO TEIXEIRA;RUA SIMÃO SANTOS, S/N;PAUPINA;60875020;-3.8608283345407135;-38.49290633883536
576;548;EMTP;VI;23256605;ESCOLA MUNICIPAL PROFESSORA BERNADETE ORIA DE OLIVEIRA;RUA DOUTOR CODES SANDOVAL, 796;CONJUNTO PALMEIRAS;60870090;-3.839301470944114;-38.527899277279246
577;549;EMTP;VI;23070188;ESCOLA MUNICIPAL PROFESSORA FERNANDA MARIA DE ALENCAR COLARES;AV. PROFº JOSÉ ARTUR DE CARVALHO, 1540;LAGOA REDONDA;60831370;-3.820316192610336;-38.45177386815276
578;550;EMTP;VI;23324279;ESCOLA MUNICIPAL PROFESSORA MARIA ANTONEZIA MEIRELES E SA;RUA CORONEL VIRGÍLIO TÁVORA, 1340;BARROSO;60862715;-3.818307994982244;-38.50548265352683
579;553;EMTP;VI;23078006;ESCOLA MUNICIPAL PROFESSORA TEREZINHA FERREIRA PARENTE;RUA NELSON COELHO, 209;LAGOA REDONDA;60831410;-3.827440831609508;-38.46403057525948
580;554;EMTP;VI;23233800;ESCOLA MUNICIPAL SINO PINHEIRO;RUA 14, 151 (CONJUNTO JOÃO PAULO II);BARROSO;60863770;-3.8243699545938874;-38.51927010673784
581;556;EMTP;VI;23078162;ESCOLA MUNICIPAL TRISTAO DE ALENCAR;RUA JOSÉ NOGUEIRA, 69;PEDRAS;60874670;-3.888912347141724;-38.511315270074014
582;557;EMTP;VI;23072229;ESCOLA MUNICIPAL VEREADOR JOSE BARROS DE ALENCAR;RUA D, 48 (CONJ. SANTOS DIAS);JANGURUSSU;60870565;-3.845885565432678;-38.50555014726967
583;559;EMTI;VI;23272708;ESCOLA MUNICIPAL DE TEMPO INTEGRAL JOSE CARVALHO;RUA CLODOALDO ARRUDA, 1300;JOSÉ DE ALENCAR;60830295;-3.817509752702444;-38.47574347076944
584;560;EMTI;VI;23065346;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR ANTONIO GIRAO BARROSO;RUA 37, S/N (CONJUNTO SÍTIO SÃO JOÃO);JANGURUSSU;60876601;-3.8484332492681577;-38.51904523566972
585;564;EMTI;VI;23277564;ESCOLA MUNICIPAL DE TEMPO INTEGRAL JOSE AROLDO CAVALCANTE MOTA;RUA F, S/N (LOT. MORUMBI I);BARROSO;60863110;-3.8270247344843744;-38.51854800861442
586;570;CEI;VI;_;CEI PROFESSORA OLINDINA CARVALHO DE MORAIS;RUA 05, 581 (CONJUNTO JOÃO PAULO II);BARROSO;60863800;-3.823969752018403;-38.51972515006021
587;573;CEI;VI;_;CEI AIRTON JOSE VIDAL QUEIROZ;RUA HERMÍNIO BARROSO, S/N;ALTO DA BALANÇA;60851640;-3.76369025753248;-38.51011729536332
588;574;CEI;VI;_;CEI CESAR CALS DE OLIVEIRA NETO;RUA CAMPINENSE, 54;CONJUNTO PALMEIRAS;60870350;-3.846552303920748;-38.52252651868508
589;575;CEI;VI;_;CEI CONEGO FRANCISCO PEREIRA DA SILVA;RUA MARIA DE LOURDES LIMA, 60;SÃO BENTO;60872504;-3.848380177117421;-38.48137002666022
590;576;CEI;VI;_;CEI DOM BEDA PEREIRA DE HOLANDA;RUA MARIA FERREIRA DOS SANTOS, S/N;SÃO BENTO;60875565;-3.852216493314044;-38.47996088616142
591;578;CEI;VI;_;CEI DALILA DELMAS MONTENEGRO;RUA 6, S/N (CONJ. ALTO ALEGRE);SÃO BENTO;60875340;-3.8582250051471543;-38.4870150352302
592;580;CEI;VI;_;CEI JORNALISTA JOSE BLANCHARD GIRAO DA SILVA;TRAV. MISSIONÁRIO OLIVEIRA, 301;JANGURUSSU;60870603;-3.844083014303482;-38.50621234307493
593;581;CEI;VI;_;CEI JOSE MOREIRA LEITAO;RUA PEDRO DE SOUSA, 800;PARQUE SANTA MARIA;60873105;-3.851842877386046;-38.50250542094116
594;582;CEI;VI;_;CEI MARIA DE JESUS ORIA ALENCAR;RUA MULHERES DE AREIA, 61;JANGURUSSU;60877340;-3.8577954653877793;-38.51703854021227
595;583;CEI;VI;_;CEI PROFESSORA LAIS DE SOUSA VIEIRA NOBRE;RUA PEDRO DE SOUZA, S/N;PARQUE SANTA MARIA;60873105;-3.85241850056487;-38.49947875309911
596;584;CEI;VI;_;CEI MARIA HELENILCE CAVALCANTE LEITE MARTINS;RUA MAÍZA, 81;CONJUNTO PALMEIRAS;60870250;-3.84773746984324;-38.52816532922037
597;585;CEI;VI;_;CEI NOSSA SENHORA DE GUADALUPE;RUA LÚCIA HELENA DO NASCIMENTO, 207;CAJAZEIRAS;60864685;-3.8146924004655567;-38.503397331203125
598;589;CEI;VI;_;CEI PROFESSORA BERNADETE ORIA DE OLIVEIRA;RUA JOSÉ LINHARES, 903;CONJUNTO PALMEIRAS;60870040;-3.842634262370813;-38.52329300650529
599;592;CEI;VI;_;CEI PROFESSORA TEREZINHA FERREIRA PARENTE;RUA NELSON COELHO, 209;LAGOA REDONDA;60831410;-3.827440831609508;-38.46403057525948
600;593;CEI;VI;_;CEI PROFESSOR JOSE DE RIBAMAR MORAES;RUA CATOLÉ, S/N (CONJUNTO SÍTIO SÃO JOÃO);JANGURUSSU;60870410;-3.8603944702061;-38.52314374549162
601;594;CEI;VI;_;CEI PROFESSOR JOSE TEODORO SOARES;AV. DAS PALMEIRAS IMPERIAIS, S/N;PEDRAS;60878067;-3.877300347617533;-38.51334647977626
602;595;CEI;VI;_;CEI PROFESSORA LUIZA DE TEODORO VIEIRA;AV. DAS PALMEIRAS IMPERIAIS, S/N;PEDRAS;60878067;-3.877300347617533;-38.51334647977626
603;596;CEI;VI;_;CEI PROF ANA MARIA MEDEIROS DA FONSECA;AV. DEP. CASTELO DE CASTRO, S/N;CONJUNTO PALMEIRAS;60870066;-3.8475983802113816;-38.52232987503343
604;597;CEI;VI;_;CEI PROFº LAURO DE OLIVEIRA LIMA;RUA 313, S/N;JANGURUSSU;60866370;-3.838764016051357;-38.52387189831819
605;598;CEI;VI;_;CEI PADRE RAIMUNDO LEANDRO DE ARAÚJO;RUA GERARDO LIMA, S/N;LAGOA REDONDA;60831075;-3.824302961241597;-38.46507601587514
606;599;CEI;VI;_;CEI MANOEL PINHEIRO DOS SANTOS;RUA MAJOR LADISLAU LOURENÇO, S/N;JANGURUSSU;60870760;-3.838780016563263;-38.50273500126913
607;600;CEI;VI;_;CEI PADRE JOSE MARIA CAVALCANTE COSTA;RUA F, S/N (RES. GUAJERÚ);GUAJERU;60843035;-3.836381860265521;-38.47823403348146
608;601;CEI;VI;_;CEI OLINDA MARIA FEITOSA PARENTE;TRAVESSA SIMEÃO, S/N;LAGOA REDONDA;60832170;-3.825396449612468;-38.45792060184683
609;602;CEI;VI;_;CEI PROFESSORA MARIA ROZANI MENDONÇA NOBRE;RUA ESCRITOR TOM JOBIM, S/N;BARROSO;60863545;-3.824161054494681;-38.51409611964487
610;603;CEI;VI;_;CEI IRMA ZEFERINA MARIA;RUA CEL. JOÃO DE OLIVEIRA, S/N;MESSEJANA;60841400;-3.8229913418807104;-38.48699768147985
611;604;CEI;VI;_;CEI PEDRO FERREIRA MESQUITA;VIA PROJETADA 4, S/N (RES. LUIZ GONZAGA);JANGURUSSU;60877523;-3.856673412686297;-38.510117290944336
612;605;CRP;VI;_;CRECHE ARCA DOS SONHOS;RUA FLORESTA, 180;ANCURI;60874160;-3.86096667555571;-38.504564953827554
613;607;CRP;VI;_;CRECHE CANTINHO FELIZ II;RUA DA ESPERANÇA, 340;JARDIM DAS OLIVEIRAS;60821060;-3.782490537566636;-38.50428179385523
614;610;CRP;VI;_;CRECHE NOVA ESPERANCA;RUA B, 611;GUAJERU;60843165;-3.832733688798151;-38.47869268547678
615;611;CRP;VI;_;CRECHE POR-DO-SOL;RUA ZUMBI, 430;COAÇU;60872405;-3.849494324194269;-38.47381763467022
616;612;CRP;VI;_;CRECHE SANTA LUZIA;RUA LUÍS BENTO, 290;PEDRAS;60874620;-3.8862774723227536;-38.50762717962388
617;617;CRP;VI;_;CRECHE NUCLEO DE VIDA;RUA 5, 350 (CONJUNTO JOÃO PAULO II);BARROSO;60863800;-3.8240147912055096;-38.51803909918205
618;619;CRP;VI;_;CRECHE UNIAO DA PAUPINA;RUA LUIZ FRANCISCO XAVIER, 1113;PAUPINA;60872508;-3.849699505464331;-38.48773023518431
